text_orig,text_strp_unicode,text_strp_punct
ottoman-persian,ottoman-persian,ottomanpersian
conflict,conflict,conflict
.,.,
the,the,the
founder,founder,founder
of,of,of
the,the,the
princely,princely,princely
baban,baban,baban
family,family,family
is,is,is
thought,thought,thought
to,to,to
be,be,be
ahmad,ahmad,ahmad
faqih,faqih,faqih
or,or,or
faqi,faqi,faqi
ahmad,ahmad,ahmad
from,from,from
the,the,the
pshdar,pshdar,pshdar
district,district,district
.,.,
the,the,the
babans,babans,babans
claimed,claimed,claimed
descent,descent,descent
from,from,from
a,a,a
frank,frank,frank
woman,woman,woman
",",",",
keghan,keghan,keghan
",",",",
who,who,who
wa,wa,wa
taken,taken,taken
prisoner,prisoner,prisoner
in,in,in
a,a,a
battle,battle,battle
by,by,by
the,the,the
ottoman,ottoman,ottoman
.,.,
according,according,according
to,to,to
the,the,the
sharafnama,sharafnama,sharafnama
the,the,the
clan,clan,clan
's,'s,s
first,first,first
chief,chief,chief
wa,wa,wa
pir,pir,pir
badak,badak,badak
babe,babe,babe
",",",",
who,who,who
is,is,is
believed,believed,believed
to,to,to
have,have,have
lived,lived,lived
around,around,around
<<year>>,<<year>>,<<year>>
.,.,
baban,baban,baban
prince,prince,prince
retained,retained,retained
some,some,some
autonomy,autonomy,autonomy
in,in,in
return,return,return
for,for,for
providing,providing,providing
security,security,security
for,for,for
the,the,the
ottoman,ottoman,ottoman
empire,empire,empire
along,along,along
the,the,the
iranian,iranian,iranian
border,border,border
.,.,
sulaiman,sulaiman,sulaiman
baba,baba,baba
wa,wa,wa
the,the,the
first,first,first
baban,baban,baban
prince,prince,prince
to,to,to
gain,gain,gain
control,control,control
of,of,of
the,the,the
province,province,province
of,of,of
shahrizor,shahrizor,shahrizor
eyalet,eyalet,eyalet
and,and,and
it,it,it
capital,capital,capital
",",",",
kirkuk,kirkuk,kirkuk
.,.,
he,he,he
invaded,invaded,invaded
the,the,the
safavid,safavid,safavid
iran,iran,iran
",",",",
defeating,defeating,defeating
force,force,force
from,from,from
the,the,the
principality,principality,principality
of,of,of
ardalan,ardalan,ardalan
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
ottoman,ottoman,ottoman
sultan,sultan,sultan
mustafa,mustafa,mustafa
ii,ii,ii
assigned,assigned,assigned
him,him,him
the,the,the
district,district,district
of,of,of
baban,baban,baban
",",",",
which,which,which
included,included,included
the,the,the
town,town,town
of,of,of
kirkuk,kirkuk,kirkuk
.,.,
the,the,the
city,city,city
of,of,of
sulaimaniyah,sulaimaniyah,sulaimaniyah
wa,wa,wa
also,also,also
known,known,known
a,a,a
the,the,the
capital,capital,capital
of,of,of
baban,baban,baban
founded,founded,founded
by,by,by
baban,baban,baban
prince,prince,prince
mahmud,mahmud,mahmud
pasha,pasha,pasha
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
baban,baban,baban
ruler,ruler,ruler
encouraged,encouraged,encouraged
cultural,cultural,cultural
and,and,and
literary,literary,literary
activity,activity,activity
in,in,in
their,their,their
domain,domain,domain
.,.,
during,during,during
the,the,the
first,first,first
half,half,half
of,of,of
the,the,the
<<number>>,<<number>>,<<number>>
century,century,century
a,a,a
school,school,school
of,of,of
poetry,poetry,poetry
wa,wa,wa
established,established,established
under,under,under
baban,baban,baban
patronage,patronage,patronage
",",",",
of,of,of
which,which,which
classical,classical,classical
kurdish,kurdish,kurdish
poet,poet,poet
nalî,nal,nal
wa,wa,wa
the,the,the
central,central,central
figure,figure,figure
.,.,
baban,baban,baban
prince,prince,prince
aided,aided,aided
ottoman,ottoman,ottoman
force,force,force
in,in,in
iranian,iranian,iranian
war,war,war
from,from,from
<<year>>–1746,<<year>>1746,<<year>>1746
.,.,
from,from,from
<<year>>,<<year>>,<<year>>
to,to,to
<<year>>,<<year>>,<<year>>
",",",",
baban,baban,baban
history,history,history
wa,wa,wa
dominated,dominated,dominated
by,by,by
rivalry,rivalry,rivalry
with,with,with
other,other,other
kurdish,kurdish,kurdish
principality,principality,principality
(,(,
such,such,such
a,a,a
soran,soran,soran
emirate,emirate,emirate
and,and,and
bohtan,bohtan,bohtan
),),
and,and,and
it,it,it
opposition,opposition,opposition
to,to,to
centralization,centralization,centralization
by,by,by
the,the,the
ottoman,ottoman,ottoman
empire,empire,empire
and,and,and
the,the,the
qajars,qajars,qajars
.,.,
the,the,the
principality,principality,principality
wa,wa,wa
destroyed,destroyed,destroyed
during,during,during
the,the,the
mid-19th,mid-19th,mid19th
century,century,century
ottoman,ottoman,ottoman
modernization,modernization,modernization
period,period,period
.,.,
the,the,the
baban,baban,baban
revolt,revolt,revolt
lasted,lasted,lasted
for,for,for
three,three,three
year,year,year
",",",",
but,but,but
wa,wa,wa
defeated,defeated,defeated
by,by,by
a,a,a
coalition,coalition,coalition
of,of,of
ottoman,ottoman,ottoman
force,force,force
and,and,and
kurdish,kurdish,kurdish
tribe,tribe,tribe
.,.,
ahmed,ahmed,ahmed
pasha,pasha,pasha
baban,baban,baban
",",",",
the,the,the
last,last,last
baban,baban,baban
ruler,ruler,ruler
",",",",
wa,wa,wa
defeated,defeated,defeated
near,near,near
koi,koi,koi
sanjaq,sanjaq,sanjaq
in,in,in
<<year>>,<<year>>,<<year>>
and,and,and
the,the,the
region,region,region
of,of,of
shahrazur,shahrazur,shahrazur
wa,wa,wa
annexed,annexed,annexed
to,to,to
the,the,the
ottoman,ottoman,ottoman
empire,empire,empire
.,.,
the,the,the
last,last,last
baban,baban,baban
prince,prince,prince
left,left,left
sulaimaniya,sulaimaniya,sulaimaniya
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
after,after,after
fighting,fighting,fighting
the,the,the
turk,turk,turk
for,for,for
the,the,the
independence,independence,independence
of,of,of
southern,southern,southern
kurdistan,kurdistan,kurdistan
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
timeline,timeline,timeline
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
khana,khana,khana
mohammad,mohammad,mohammad
pasha,pasha,pasha
take,take,take
the,the,the
city,city,city
of,of,of
senna,senna,senna
",",",",
iran,iran,iran
",",",",
capital,capital,capital
of,of,of
the,the,the
ardalan,ardalan,ardalan
principality,principality,principality
",",",",
in,in,in
<<year>>,<<year>>,<<year>>
(,(,
<<year>>,<<year>>,<<year>>
ad,ad,ad
),),
and,and,and
killed,killed,killed
the,the,the
persian,persian,persian
governor,governor,governor
hasan,hasan,hasan
ali,ali,ali
khan,khan,khan
.,.,
suliman,suliman,suliman
baba,baba,baba
traveled,traveled,traveled
to,to,to
constantinople,constantinople,constantinople
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
gaining,gaining,gaining
ottoman,ottoman,ottoman
recognition,recognition,recognition
of,of,of
the,the,the
family,family,family
's,'s,s
hereditary,hereditary,hereditary
right,right,right
.,.,
baban,baban,baban
prince,prince,prince
helped,helped,helped
ottoman,ottoman,ottoman
force,force,force
in,in,in
the,the,the
iranian,iranian,iranian
war,war,war
of,of,of
<<year>>–1746,<<year>>1746,<<year>>1746
.,.,
abdulrahman,abdulrahman,abdulrahman
pasha,pasha,pasha
becomes,becomes,becomes
prince,prince,prince
of,of,of
kurdish,kurdish,kurdish
prince,prince,prince
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
abdurrahman,abdurrahman,abdurrahman
pasha,pasha,pasha
march,march,march
on,on,on
ottoman,ottoman,ottoman
pasha,pasha,pasha
of,of,of
baghdad,baghdad,baghdad
suleyman,suleyman,suleyman
in,in,in
june,june,june
<<year>>,<<year>>,<<year>>
with,with,with
<<number>>,<<number>>,<<number>>
men,men,men
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
princes,princes,princes
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
faqi,faqi,faqi
ahmad,ahmad,ahmad
",",",",
<<year>>–1670,<<year>>1670,<<year>>1670
sulaiman,sulaiman,sulaiman
baba,baba,baba
",",",",
<<year>>–1703,<<year>>1703,<<year>>1703
khana,khana,khana
mohammad,mohammad,mohammad
pasha,pasha,pasha
",",",",
<<year>>–1731,<<year>>1731,<<year>>1731
nawaub,nawaub,nawaub
khalid,khalid,khalid
pasha,pasha,pasha
",",",",
<<year>>–1742,<<year>>1742,<<year>>1742
nawaub,nawaub,nawaub
salim,salim,salim
pasha,pasha,pasha
",",",",
<<year>>–1754,<<year>>1754,<<year>>1754
nawaub,nawaub,nawaub
sulaiman,sulaiman,sulaiman
pasha,pasha,pasha
",",",",
<<year>>–1765,<<year>>1765,<<year>>1765
muhammad,muhammad,muhammad
pasha,pasha,pasha
",",",",
<<year>>–1775,<<year>>1775,<<year>>1775
abdolla,abdolla,abdolla
pasha,pasha,pasha
",",",",
<<year>>–1777,<<year>>1777,<<year>>1777
ahmad,ahmad,ahmad
pasha,pasha,pasha
baban,baban,baban
",",",",
<<year>>–1780,<<year>>1780,<<year>>1780
mahmoud,mahmoud,mahmoud
pasha,pasha,pasha
",",",",
<<year>>–1782,<<year>>1782,<<year>>1782
ibrahim,ibrahim,ibrahim
pasha,pasha,pasha
baban,baban,baban
",",",",
<<year>>–1803,<<year>>1803,<<year>>1803
abdurrahman,abdurrahman,abdurrahman
pasha,pasha,pasha
",",",",
<<year>>–1813,<<year>>1813,<<year>>1813
mahmoud,mahmoud,mahmoud
pasha,pasha,pasha
",",",",
<<year>>–1834,<<year>>1834,<<year>>1834
sulaiman,sulaiman,sulaiman
pasha,pasha,pasha
(,(,
baban,baban,baban
principality,principality,principality
),),
",",",",
<<year>>–1838,<<year>>1838,<<year>>1838
ahmad,ahmad,ahmad
pasha,pasha,pasha
baban,baban,baban
",",",",
<<year>>–1847,<<year>>1847,<<year>>1847
abdollah,abdollah,abdollah
pasha,pasha,pasha
",",",",
<<year>>–1850,<<year>>1850,<<year>>1850
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
notable,notable,notable
descendant,descendant,descendant
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
babanzade,babanzade,babanzade
mustafa,mustafa,mustafa
zihni,zihni,zihni
pasha,pasha,pasha
(,(,
<<year>>–1911,<<year>>1911,<<year>>1911
),),
babanzade,babanzade,babanzade
ahmed,ahmed,ahmed
naim,naim,naim
bey,bey,bey
",",",",
(,(,
<<year>>–1934,<<year>>1934,<<year>>1934
),),
:,:,
rector,rector,rector
of,of,of
istanbul,istanbul,istanbul
university,university,university
and,and,and
islamist,islamist,islamist
philosopher,philosopher,philosopher
",",",",
who,who,who
wa,wa,wa
appointed,appointed,appointed
to,to,to
the,the,the
senate,senate,senate
of,of,of
the,the,the
ottoman,ottoman,ottoman
empire,empire,empire
by,by,by
sultan,sultan,sultan
mehmed,mehmed,mehmed
vi,vi,vi
babanzade,babanzade,babanzade
ismail,ismail,ismail
hakki,hakki,hakki
bey,bey,bey
(,(,
<<year>>–1913,<<year>>1913,<<year>>1913
),),
:,:,
ottoman,ottoman,ottoman
minister,minister,minister
of,of,of
education,education,education
",",",",
minister,minister,minister
of,of,of
public,public,public
instruction,instruction,instruction
",",",",
member,member,member
of,of,of
parliament,parliament,parliament
and,and,and
foreign-affairs,foreign-affairs,foreignaffairs
expert,expert,expert
babanzade,babanzade,babanzade
hüseyin,hseyin,hseyin
şükrü,kr,kr
bey,bey,bey
",",",",
(,(,
<<year>>–1980,<<year>>1980,<<year>>1980
),),
:,:,
dean,dean,dean
of,of,of
the,the,the
faculty,faculty,faculty
of,of,of
economics,economics,economics
at,at,at
istanbul,istanbul,istanbul
university,university,university
and,and,and
editor-in-chief,editor-in-chief,editorinchief
of,of,of
tercüman,tercman,tercman
babanzade,babanzade,babanzade
cihad,cihad,cihad
bey,bey,bey
",",",",
(,(,
<<year>>–1984,<<year>>1984,<<year>>1984
),),
:,:,
minister,minister,minister
of,of,of
press,press,press
",",",",
radio,radio,radio
and,and,and
tourism,tourism,tourism
",",",",
minister,minister,minister
of,of,of
culture,culture,culture
of,of,of
the,the,the
republic,republic,republic
of,of,of
turkey,turkey,turkey
",",",",
member,member,member
of,of,of
the,the,the
grand,grand,grand
national,national,national
assembly,assembly,assembly
of,of,of
turkey,turkey,turkey
for,for,for
istanbul,istanbul,istanbul
and,and,and
i̇zmir,izmir,izmir
(,(,
<<year>>–1950,<<year>>1950,<<year>>1950
),),
",",",",
editor-in-chief,editor-in-chief,editorinchief
of,of,of
the,the,the
newspaper,newspaper,newspaper
ulus,ulus,ulus
and,and,and
owner,owner,owner
of,of,of
the,the,the
newspaper,newspaper,newspaper
tasvir,tasvir,tasvir
babanzade,babanzade,babanzade
hamdi,hamdi,hamdi
bey,bey,bey
:,:,
member,member,member
of,of,of
the,the,the
committee,committee,committee
of,of,of
union,union,union
and,and,and
progress,progress,progress
babanzade,babanzade,babanzade
hikmet,hikmet,hikmet
bey,bey,bey
:,:,
founding,founding,founding
member,member,member
of,of,of
kürdistan,krdistan,krdistan
teâli,teli,teli
cemiyeti,cemiyeti,cemiyeti
and,and,and
the,the,the
committee,committee,committee
of,of,of
union,union,union
and,and,and
progress,progress,progress
babanzade,babanzade,babanzade
selim,selim,selim
bey,bey,bey
:,:,
editor-in-chief,editor-in-chief,editorinchief
of,of,of
the,the,the
son,son,son
telgraf,telgraf,telgraf
babanzade,babanzade,babanzade
ismail,ismail,ismail
pasha,pasha,pasha
(,(,
<<year>>–1920,<<year>>1920,<<year>>1920
),),
babanzade,babanzade,babanzade
fuad,fuad,fuad
bey,bey,bey
babanzade,babanzade,babanzade
jamil,jamil,jamil
sidqi,sidqi,sidqi
al-zahawi,al-zahawi,alzahawi
:,:,
iraqi,iraqi,iraqi
poet,poet,poet
and,and,and
philosopher,philosopher,philosopher
babanzade,babanzade,babanzade
mohammed,mohammed,mohammed
najmuldeen,najmuldeen,najmuldeen
:,:,
one,one,one
of,of,of
the,the,the
founding,founding,founding
member,member,member
of,of,of
the,the,the
first,first,first
telecommunication,telecommunication,telecommunication
company,company,company
in,in,in
iraq,iraq,iraq
asiacell,asiacell,asiacell
tc,tc,tc
.,.,
and,and,and
the,the,the
chief,chief,chief
technology,technology,technology
officer,officer,officer
in,in,in
it,it,it
.,.,
ahmad,ahmad,ahmad
mukhtar,mukhtar,mukhtar
baban,baban,baban
:,:,
the,the,the
last,last,last
prime,prime,prime
minister,minister,minister
of,of,of
iraq,iraq,iraq
under,under,under
the,the,the
monarchy,monarchy,monarchy
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
baban,baban,baban
",",",",
donya,donya,donya
.,.,
doctor,doctor,doctor
in,in,in
bradford,bradford,bradford
",",",",
united,united,united
kingdom,kingdom,kingdom
.,.,
baban,baban,baban
serwan,serwan,serwan
m.,m.,m
j,j,j
.,.,
(,(,
b.1958,b.1958,b1958
),),
.,.,
a,a,a
professor,professor,professor
",",",",
author,author,author
and,and,and
a,a,a
technocrat,technocrat,technocrat
.,.,
serwan,serwan,serwan
hold,hold,hold
ph.d.,ph.d.,phd
and,and,and
d.sc,d.sc,dsc
.,.,
qualification,qualification,qualification
from,from,from
the,the,the
university,university,university
of,of,of
east,east,east
anglia,anglia,anglia
",",",",
uk,uk,uk
.,.,
he,he,he
is,is,is
a,a,a
fellow,fellow,fellow
of,of,of
the,the,the
royal,royal,royal
geographical,geographical,geographical
society,society,society
(,(,
frg,frg,frg
),),
",",",",
fellow,fellow,fellow
of,of,of
the,the,the
geological,geological,geological
society,society,society
(,(,
fgs,fgs,fgs
),),
",",",",
fellow,fellow,fellow
of,of,of
the,the,the
remote,remote,remote
sensing,sensing,sensing
and,and,and
photogrammetry,photogrammetry,photogrammetry
society,society,society
(,(,
frspsoc,frspsoc,frspsoc
),),
and,and,and
a,a,a
fellow,fellow,fellow
of,of,of
the,the,the
international,international,international
congress,congress,congress
of,of,of
disaster,disaster,disaster
management,management,management
(,(,
ficdm,ficdm,ficdm
),),
.,.,
professor,professor,professor
baban,baban,baban
is,is,is
currently,currently,currently
the,the,the
chief,chief,chief
scientific,scientific,scientific
advisor,advisor,advisor
",",",",
the,the,the
presidency,presidency,presidency
of,of,of
the,the,the
council,council,council
of,of,of
minister,minister,minister
",",",",
kurdistan,kurdistan,kurdistan
regional,regional,regional
government,government,government
",",",",
iraq,iraq,iraq
.,.,
his,his,his
immediate,immediate,immediate
previous,previous,previous
position,position,position
wa,wa,wa
professor,professor,professor
and,and,and
vice,vice,vice
chancellor,chancellor,chancellor
",",",",
cihan,cihan,cihan
university,university,university
",",",",
kurdistan,kurdistan,kurdistan
region,region,region
",",",",
iraq,iraq,iraq
(,(,
<<year>>,<<year>>,<<year>>
),),
.,.,
prior,prior,prior
to,to,to
that,that,that
he,he,he
wa,wa,wa
the,the,the
minister,minister,minister
of,of,of
agriculture,agriculture,agriculture
and,and,and
water,water,water
resource,resource,resource
",",",",
kurdistan,kurdistan,kurdistan
region,region,region
",",",",
iraq,iraq,iraq
(,(,
<<year>>,<<year>>,<<year>>
),),
",",",",
and,and,and
the,the,the
vice,vice,vice
chancellor,chancellor,chancellor
",",",",
university,university,university
of,of,of
kurdistan,kurdistan,kurdistan
hewler,hewler,hewler
(,(,
ukh,ukh,ukh
),),
",",",",
erbil,erbil,erbil
",",",",
iraq,iraq,iraq
(,(,
<<year>>,<<year>>,<<year>>
),),
.,.,
prior,prior,prior
to,to,to
<<year>>,<<year>>,<<year>>
he,he,he
held,held,held
senior,senior,senior
academic,academic,academic
and,and,and
management,management,management
position,position,position
in,in,in
university,university,university
in,in,in
the,the,the
uk,uk,uk
",",",",
caribbean,caribbean,caribbean
region,region,region
and,and,and
australia,australia,australia
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
see,see,see
also,also,also
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
list,list,list
of,of,of
kurdish,kurdish,kurdish
dynasty,dynasty,dynasty
and,and,and
country,country,country
list,list,list
of,of,of
sunni,sunni,sunni
muslim,muslim,muslim
dynasty,dynasty,dynasty
kingdom,kingdom,kingdom
of,of,of
kurdistan,kurdistan,kurdistan
kirkuk,kirkuk,kirkuk
governorate,governorate,governorate
diyala,diyala,diyala
